,u_id,c_id,start_ang,vergence_ang,saccade_ang,offset_time,onset_time,travel_time
197,Pilot00,2.0,4.751787187297737,0.0,12.0,0.355154552,0.125022389,0.230132163
198,Pilot00,2.0,4.751787187297737,0.0,12.0,0.605068975,0.125017057,0.480051918
199,Pilot00,2.0,4.751787187297737,0.0,12.0,0.45011018,0.100045803,0.350064377
200,Pilot00,2.0,4.751787187297737,0.0,12.0,0.305165206,0.005003824,0.300161382
201,Pilot00,2.0,4.751787187297737,0.0,12.0,0.480294299,0.08504092,0.3952533789999999
202,Pilot00,2.0,4.751787187297737,0.0,12.0,0.335190137,0.130079656,0.205110481
203,Pilot00,2.0,4.751787187297737,0.0,12.0,0.345079149,0.145036208,0.2000429409999999
204,Pilot00,2.0,4.751787187297737,0.0,12.0,0.285031971,0.005001046,0.280030925
205,Pilot00,2.0,4.751787187297737,0.0,12.0,0.300147188,0.025017198,0.27512999
206,Pilot00,2.0,4.751787187297737,0.0,12.0,0.340236843,0.135066239,0.205170604
207,Pilot00,2.0,4.751787187297737,0.0,12.0,0.360099191,0.15002233,0.2100768609999999
208,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.585131703,0.055014975,0.530116728
209,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.400089866,0.215053671,0.185036195
210,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.330023913,0.140018368,0.190005545
211,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.330079242,0.145050608,0.185028634
212,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.360122524,0.16502182,0.1951007039999999
213,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.350225558,0.155111815,0.195113743
214,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.350017932,0.025000961,0.325016971
215,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.350042489,0.130028879,0.22001361
216,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.265068962,0.015004256,0.250064706
217,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.350147853,0.120053335,0.230094518
218,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.325062425,0.130027697,0.195034728
219,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.37016732,0.02501288,0.34515444
220,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.345272355,0.140091678,0.2051806769999999
221,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.300151848,0.100026781,0.200125067
222,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.325035291,0.135027392,0.190007899
223,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.740144976,0.140011289,0.6001336869999999
224,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.670134585,0.155074982,0.515059603
225,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.360211932,0.090012124,0.270199808
226,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.335149627,0.015000757,0.32014887
227,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.345121187,0.120013102,0.225108085
228,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.340008748,0.025000827,0.315007921
229,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.360158236,0.155043638,0.205114598
230,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.350108258,0.020006649,0.330101609
231,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.335116712,0.130008312,0.2051084
232,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.325030256,0.140012667,0.185017589
233,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.720310615,0.135044842,0.585265773
234,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.355060002,0.135025747,0.2200342549999999
235,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.375181028,0.020004014,0.355177014
236,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.370233445,0.175114431,0.195119014
237,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.330055398,0.140023386,0.190032012
238,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.365137453,0.145075672,0.220061781
239,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.360083901,0.165010363,0.195073538
240,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.325020956,0.135002408,0.190018548
241,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.325094873,0.140042297,0.185052576
242,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.365164871,0.175101527,0.190063344
243,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.840159543,0.105057654,0.735101889
244,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.325098318,0.140058638,0.1850396799999999
245,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.345160121,0.160094338,0.1850657829999999
246,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.350045146,0.135024073,0.2150210729999999
247,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.355017342,0.1500059,0.205011442
248,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.340188925,0.15510681,0.1850821149999999
249,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.325156746,0.135071647,0.190085099
250,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.325010799,0.124998654,0.200012145
251,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.360110706,0.160052283,0.200058423
252,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.325038136,0.125027221,0.2000109149999999
253,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.32507453,0.125043367,0.2000311629999999
254,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.37014657,0.160049805,0.210096765
255,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.325041439,0.12502973,0.2000117089999999
256,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.335106623,0.135060216,0.2000464069999999
257,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.345083405,0.14505253,0.200030875
258,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.300080552,0.030008506,0.270072046
259,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.355167253,0.160096853,0.1950704
260,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.385075858,0.045017225,0.340058633
261,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.440183258,0.110054687,0.330128571
262,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.365282995,0.150126177,0.215156818
263,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.345171935,0.005002801,0.340169134
264,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.400242296,0.175079039,0.225163257
265,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.350182715,0.140094169,0.210088546
266,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.335118539,0.105050192,0.230068347
267,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.310226774,0.080072915,0.230153859
268,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.340042665,0.145018236,0.195024429
269,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.370150169,0.12001661,0.250133559
270,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.61028189,0.105035372,0.505246518
271,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.315173696,0.120070727,0.195102969
272,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.485138246,0.135068678,0.350069568
273,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.325245295,0.125114468,0.2001308269999999
274,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.320153638,0.125076881,0.195076757
275,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.335178307,0.145097201,0.190081106
276,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.355215419,0.170110078,0.1851053409999999
277,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.735299213,0.15012012,0.585179093
278,Pilot00,3.0,0.5517871872977365,0.0,4.0,0.365076268,0.160053155,0.2050231129999999
279,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.370095843,0.175061543,0.1950343
280,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.390120262,0.195082637,0.195037625
281,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.450224456,0.100039004,0.350185452
282,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.360211701,0.045029683,0.315182018
283,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.335246043,0.135063585,0.2001824579999999
284,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.355091755,0.015007028,0.340084727
285,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.340007347,0.120003551,0.220003796
286,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.3400612,0.105033344,0.235027856
287,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.375176034,0.125080608,0.250095426
288,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.350184678,0.005003052,0.345181626
289,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.325069666,0.115017742,0.2100519239999999
290,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.490033253,0.115007572,0.375025681
291,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.360037913,0.010002764,0.350035149
292,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.375144987,0.09005194,0.285093047
293,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.34509606,0.0050019,0.34009416
294,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.325098778,0.010004981,0.3150937969999999
295,Pilot00,4.0,0.5517871872977365,0.0,8.0,0.315089979,0.110033581,0.205056398
